genero,edad,antiguedad,ubicacion,contrato,forma_pago,cargos,sms cantidad,llamada minutos,datos,Whatsapp,Facebook,Instagram,Twitter,TikTok,Uber,Youtube,Netflix,Spotify,Fuerza de ventas,churn
Masculino,69,13,Durango,Prepago,app,934,9,11,48,5.66,9.04,4.29,1.48,7.64,1.37,5.47,2.9,4.93,216.534,Sí
Masculino,37,54,Quintana Roo,Postpago,app,278,5,69,42,3.52,6.12,4.01,2.87,9.05,3.67,6.63,1.01,5.11,92.347,No
Femenino,15,5,Guerrero,Prepago,tienda,89,8,42,49,5.92,11.08,3.95,3.09,7.7,1.9,6.98,2.22,6.16,50.05,No
Femenino,58,69,Jalisco,Prepago,app,815,10,33,12,1.16,1.85,1.66,0.81,1.8,0.13,1.84,0.15,0.85,181.675,No
Femenino,34,14,Tabasco,Postpago,app,143,14,47,29,3.7,5.92,1.22,0.8,5.48,2.89,3.72,2.2,3.06,50.447,No
Femenino,38,23,Guerrero,Postpago,tienda,464,9,8,0,0,0,0,0,0,0,0,0,0,96.65,No
Femenino,15,35,Sinaloa,Postpago,tienda,956,11,24,33,3.45,6.65,2.97,0.28,6.9,1.85,4,2.74,4.16,217.45,Sí
Masculino,15,23,Tabasco,Postpago,app,627,1,18,28,1.48,5.89,2.67,0.82,6.31,0.42,4.69,0.54,1.46,145.434,No
Masculino,33,11,Guerrero,Postpago,app,225,8,28,30,3.87,6.7,1.37,2.71,4.77,1.25,4.24,0.75,3.41,65.771,No
Masculino,26,17,Puebla,Postpago,tienda,979,2,67,44,3.32,9.37,3.87,3.46,7.98,3.39,4.94,2.82,4.84,228.097,Sí
Femenino,42,48,Oaxaca,Postpago,app,973,9,59,17,2.12,2.6,1.74,1.47,3.01,1.16,3.28,0.17,1.13,214.854,Sí
Masculino,62,35,Zacatecas,Prepago,app,470,13,66,36,4.95,7.62,2.72,2.18,6.78,0.81,4.91,1.92,4.12,124.153,Sí
Femenino,64,10,Durango,Postpago,app,122,2,10,24,1.81,5.31,2.11,0.33,4.09,2.51,4.25,0.57,1.52,40.35,Sí
Femenino,16,44,Michoacán,Prepago,tienda,832,6,66,28,3.26,4.83,1.56,0.28,6.04,0.98,3.52,1.98,3.4,192.455,Sí
Masculino,21,33,CDMX,Prepago,app,835,12,14,27,2.32,4.94,1.44,1.95,5.42,2.19,3.89,2.41,2.45,188.853,No
Masculino,46,9,Nayarit,Prepago,tienda,947,2,22,35,4.31,5.23,1.9,1.9,6.51,3.35,6.29,2.96,2.56,212.853,Sí
Masculino,57,58,Tamaulipas,Postpago,app,482,14,3,28,2.71,5.72,2.29,0.26,5.75,2.12,3.42,2.29,3.43,122.047,No
Femenino,63,48,Baja_California_Sur,Postpago,tienda,170,12,12,14,1.5,3.27,1.47,1.32,2.26,0.36,2.33,0.35,1.14,50.2,No
Femenino,68,42,Sinaloa,Prepago,app,763,2,69,10,0.84,1.89,1.08,0.1,1.65,0.98,1.48,0.25,0.71,168.044,Sí
Masculino,65,25,Tamaulipas,Postpago,app,294,13,25,26,1.54,4.38,2.57,2.12,5.29,2.08,3.46,1.97,2.6,79.403,Sí
Femenino,54,63,Durango,Postpago,tienda,84,11,38,24,2.33,5.99,1.19,1.31,3.8,1.97,3.01,0.24,3.03,42.211,Sí
Femenino,18,59,CDMX,Prepago,tienda,73,2,65,17,2.37,3.4,1.12,1.11,3.21,0.57,2.02,0.86,2.34,36.9,No
Femenino,55,66,Chiapas,Prepago,app,725,13,48,28,3.86,5.6,2.42,2.35,4.97,1.15,2.95,1.49,3.21,174.1,No
Femenino,50,66,Nuevo León,Postpago,tienda,124,7,54,49,3.18,9.25,5.32,1.64,9.21,2.01,9.1,3.94,5.35,66.8,Sí
Femenino,32,49,Querétaro,Postpago,app,869,10,40,20,2.07,3.81,1.74,0.97,3.67,0.97,2.13,1.93,2.71,195.15,Sí
Masculino,64,70,Quintana Roo,Postpago,tienda,306,2,52,33,4.71,6.89,2.84,0.68,6.09,2.84,3.68,2.51,2.77,94.103,No
Femenino,46,10,Aguascalientes,Postpago,tienda,50,9,12,15,0.93,2.5,0.93,0.34,3.36,0.63,2.27,1.24,1.42,20.686,No
Masculino,23,8,Querétaro,Postpago,app,184,3,67,31,4.33,5.42,2.67,2.88,4.93,1.2,4.19,1.57,3.81,59.95,Sí
Masculino,36,1,Colima,Postpago,tienda,712,2,38,35,1.99,5.13,4.33,2.61,7.29,0.7,5.69,2.46,4.8,165.45,No
Femenino,58,36,Sonora,Prepago,app,185,13,28,46,2.48,9.65,3.02,2.31,8.36,3.25,6.78,4.07,6.08,71.4,No
Masculino,16,28,Yucatán,Prepago,tienda,518,5,12,7,0.48,1.16,0.59,0.46,1.38,0.26,0.75,0.43,0.63,112.342,No
Masculino,47,36,Sonora,Postpago,app,636,12,61,39,4.77,8.41,3.77,2.24,7.11,1.32,6.25,0.36,4.78,159.053,Sí
Femenino,56,21,Hidalgo,Postpago,app,723,11,21,20,1.08,3.8,1.5,1.33,3.58,1.8,3.53,1.7,1.68,160.8,No
Femenino,47,42,Puebla,Postpago,app,400,12,46,45,3.89,8.04,4.4,0.45,8.79,1.53,6.28,4.19,5.54,115.033,No
Femenino,45,52,Jalisco,Postpago,app,976,8,8,9,0.83,1.76,0.94,0.27,1.46,0.57,1.35,0.72,1.1,208.8,Sí
Femenino,52,30,Nayarit,Postpago,app,932,1,24,54,2.73,10.3,6.84,2.57,8.95,4.36,6.59,3.07,3.54,222.985,No
Femenino,39,21,Sonora,Postpago,tienda,165,7,27,29,4.27,4.96,2.75,0.51,5.35,2.11,3.39,1.08,1.72,54.042,Sí
Masculino,48,6,Baja California,Prepago,app,23,3,22,27,2.71,4.77,3.28,1.73,5.49,0.88,4.22,1.51,2.41,22.8,Sí
Femenino,61,67,Baja California,Prepago,tienda,852,14,39,21,2.89,3.76,1.38,0.86,4.93,0.37,4.01,0.21,2.06,194.841,Sí
Masculino,48,59,Baja California,Prepago,tienda,647,7,9,16,1.49,3.22,1.7,1.28,2.31,0.88,2.66,0.52,1.94,148.3,No
Masculino,36,35,Sinaloa,Postpago,app,392,1,41,34,3.89,6.7,3.49,1.6,6.87,1.32,5.09,0.87,4.19,106.106,Sí
Femenino,15,61,Jalisco,Postpago,tienda,357,7,5,33,4.22,6.03,2.47,2.66,6.49,2.62,3.7,2.01,2.81,100.603,No
Femenino,58,27,Nuevo León,Prepago,tienda,976,4,61,8,0.74,1.36,0.59,0.62,1.69,0.57,0.82,0.68,0.94,207.103,No
Femenino,64,32,"Campeche, Coahuila",Prepago,tienda,312,7,19,15,1.17,2.98,0.58,1.06,3.01,1.27,2.65,0.53,1.75,77.15,Sí
Femenino,22,65,Quintana Roo,Prepago,tienda,605,12,55,50,5.77,11.72,2.66,0.49,9.64,2.25,9.53,2.54,5.39,163.497,Sí
Masculino,22,70,Tabasco,Prepago,tienda,449,2,20,50,6.2,10.43,3.91,2.06,7.87,3.64,5.66,0.5,6.03,130.19,Sí
Masculino,67,65,México,Prepago,tienda,316,11,28,28,3.54,6.15,1.1,1.27,4.67,2.58,3.69,2.01,2.99,91.15,Sí
Masculino,42,55,Chihuahua,Prepago,tienda,180,14,62,48,7,10.28,4.09,1.93,8.17,1.39,4.99,1.05,4.36,74.728,Sí
Masculino,32,46,Aguascalientes,Prepago,app,209,13,68,48,3.35,11.28,6.26,2.59,11.2,2.23,6.65,0.75,3.31,80.786,Sí
Masculino,70,1,Chiapas,Postpago,tienda,339,9,62,16,2.14,3.49,1.22,0.54,2.52,0.72,2.25,1.01,1.63,80.506,No
Femenino,53,50,San Luis Potosi,Postpago,app,756,11,10,39,4.19,6.34,2.86,1.39,8.48,3.55,6.8,2.47,2.93,182.603,Sí
Masculino,48,16,Tabasco,Postpago,tienda,522,14,30,37,4.33,5.96,3.91,1.17,5.93,0.57,6.06,1.54,2.93,129.12,Sí
Femenino,47,40,Nuevo León,Postpago,app,715,6,36,49,4,10.76,3.73,1.47,10.33,2.59,8.12,3.69,4.32,180.203,No
Femenino,52,16,México,Prepago,app,741,8,57,32,2.96,7.41,2.06,0.6,5.46,0.92,5.29,0.73,2.47,171.42,No
Femenino,26,34,Tabasco,Prepago,app,441,4,43,29,2.7,4.73,3.1,1.16,6.31,1.69,4.83,2.01,2.47,112.85,No
Masculino,26,69,Quintana Roo,Postpago,tienda,280,12,34,38,4.8,7.75,3.72,2.81,7.63,0.57,3.57,2.43,4.73,90.853,No
Masculino,63,52,Guerrero,Postpago,app,743,14,44,53,6.2,8.32,6.58,0.53,8.09,2.73,8.28,4.59,3.7,189.206,Sí
Femenino,62,66,Sonora,Postpago,app,724,6,39,16,1.72,3.47,1.36,1.35,3.17,0.83,2.85,0.32,0.94,166.253,Sí
Femenino,65,34,Querétaro,Postpago,app,360,5,56,43,4.79,8.73,3.5,0.88,8.03,1.48,7.85,3.82,3.91,105.697,No
Masculino,27,28,Sonora,Prepago,tienda,990,13,42,37,3.4,8.86,2.97,2.91,8.1,0.95,5.25,1.22,3.34,226.5,No
Femenino,23,13,Morelos,Prepago,app,134,5,26,10,0.61,1.5,0.99,0.81,2.05,0.79,1.83,0.09,1.32,36.047,Sí
Masculino,21,44,Durango,Prepago,tienda,115,3,22,31,3.44,6.72,3.53,2.27,5.62,3.12,3.32,0.84,2.15,49.303,No
Masculino,18,22,"Campeche, Coahuila",Prepago,app,741,6,10,39,2.97,8.56,4.49,1.7,8.5,0.77,4.78,0.39,3.68,174.452,Sí
Masculino,43,67,Durango,Postpago,app,353,10,45,48,3.78,10.97,3.2,3.87,7.83,1.74,7.04,3.25,4.49,111.151,No
Femenino,61,56,CDMX,Prepago,app,414,4,4,49,2.52,10,5.43,2.17,8.63,3.4,5.37,3.9,4.31,119.819,Sí
Femenino,28,41,Guanajuato,Postpago,app,575,2,46,7,0.69,1.26,0.69,0.1,1.57,0.28,1.16,0.49,0.77,127.653,No
Masculino,39,38,Durango,Postpago,app,975,9,65,34,3.12,6.76,4.67,1.07,7.86,1.14,3.6,2.22,3.57,224.353,Sí
Femenino,61,39,Morelos,Prepago,tienda,586,12,70,26,1.93,5.57,2.42,2.11,5.93,1.04,4.34,0.83,1.84,142.153,No
Masculino,47,63,Aguascalientes,Postpago,app,972,6,13,39,4.19,8.36,3.53,2.93,7.28,2.08,4.14,2.58,2.02,227.333,No
Femenino,44,50,Quintana Roo,Postpago,tienda,834,3,46,21,2.33,4.41,2.18,0.81,4.44,0.53,3.5,0.4,2.4,189.2,Sí
Masculino,38,62,Michoacán,Prepago,app,66,4,20,6,0.88,1.18,0.35,0.06,0.92,0.42,0.94,0.1,0.41,26.878,No
Masculino,25,62,Morelos,Prepago,tienda,155,8,49,26,2.35,5.83,1.66,0.25,5.04,2.64,2.85,1.89,3.49,58.35,No
Femenino,23,42,Guanajuato,Prepago,tienda,248,13,42,8,1.02,1.23,0.4,0.12,1.62,0.53,1,0.08,0.87,62.461,Sí
Femenino,66,40,Hidalgo,Postpago,app,732,9,23,19,2.46,3.95,0.93,1.36,3.21,1.44,2.29,1.45,1.9,164.947,Sí
Masculino,45,71,Querétaro,Prepago,tienda,759,2,34,47,5.81,7.31,4.13,4.19,8.71,3.8,5.25,3.15,4.64,192.347,Sí
Femenino,48,20,Quintana Roo,Postpago,app,353,14,52,15,1.7,2.38,1.28,0.95,2.72,0.91,2.42,0.74,1.9,85.2,Sí
Femenino,22,14,Guanajuato,Prepago,app,407,11,29,5,0.28,0.81,0.46,0.38,0.94,0.16,0.91,0.36,0.71,87.953,Sí
Masculino,28,39,Morelos,Prepago,tienda,412,11,38,6,0.49,1.14,0.33,0.52,1.37,0.2,0.9,0.33,0.41,93.657,No
Masculino,23,13,Sonora,Postpago,tienda,493,9,52,51,3.1,9.41,4.86,3.53,8.7,4.64,7.47,3.49,5.81,133.753,No
Femenino,40,5,Sinaloa,Postpago,app,635,12,40,36,2.89,8.59,2.14,3.08,6.54,0.55,5.61,2.56,4.04,151.35,No
Femenino,61,4,Guanajuato,Postpago,app,528,5,17,25,2.13,4.08,1.79,1.86,6.05,0.99,4.79,0.25,1.65,121.627,No
Masculino,34,64,Sinaloa,Prepago,app,933,10,10,25,1.35,5.58,1.53,1.73,4.57,1.92,4.42,1.63,2.27,211.7,No
Femenino,48,9,Colima,Prepago,app,487,9,13,43,2.16,7.54,2.45,1.82,8.11,3.4,7.46,0.43,3.41,123.334,Sí
Masculino,20,5,Durango,Postpago,app,809,13,30,31,3.75,5.7,3.43,1.38,4.89,2.81,4.72,1.19,3.14,182.653,Sí
Femenino,35,70,Chiapas,Prepago,tienda,487,7,47,6,0.7,1.38,0.51,0.26,1.26,0.41,0.9,0.12,0.47,113.853,Sí
Femenino,43,21,CDMX,Postpago,app,723,9,32,7,0.81,1.52,0.37,0.11,1.24,0.67,0.86,0.24,0.55,153.361,Sí
Masculino,57,12,Jalisco,Postpago,tienda,803,0,40,11,1.21,2.16,1.14,0.92,1.77,0.3,1.55,1.08,0.89,171.006,No
Femenino,43,4,Michoacán,Prepago,app,614,1,63,18,1.97,4,0.96,0.41,3.97,1.8,2.04,0.18,1.29,136.936,No
Femenino,44,51,Puebla,Postpago,tienda,769,4,25,8,0.89,1.25,0.51,0.63,1.66,0.12,0.94,0.08,0.58,167.098,Sí
Masculino,40,19,Baja_California_Sur,Postpago,tienda,867,9,68,16,1.11,3.68,0.69,0.15,3.76,1.36,2.44,1.05,1.76,189.25,Sí
Femenino,37,2,Nayarit,Prepago,tienda,875,2,60,33,1.98,5.88,1.52,1.39,6.06,0.93,3.54,0.33,3.87,195.85,No
Masculino,59,62,Guerrero,Prepago,app,707,14,59,14,1.61,2.94,0.8,0.84,3.27,0.86,1.59,1.37,0.73,162.053,Sí
Femenino,65,38,México,Postpago,tienda,190,9,48,42,4.9,9.96,1.77,3.47,10.22,1.44,4.74,1.08,3.78,71.108,Sí
Masculino,16,60,Yucatán,Prepago,tienda,331,2,59,3,0.37,0.48,0.28,0.13,0.66,0.23,0.38,0.1,0.39,79.956,No
Masculino,54,28,México,Postpago,tienda,350,2,70,10,1.16,1.95,0.4,0.54,1.79,0.88,1.81,0.29,1.18,83.7,No
Masculino,41,54,Chiapas,Prepago,app,611,0,13,23,2.91,3.93,3.04,1.33,4.02,1.1,2.63,0.82,2.44,144.516,Sí
Masculino,37,18,"Campeche, Coahuila",Prepago,tienda,201,2,69,19,2.39,3.2,1.64,1.56,2.6,1.47,3.13,1.01,2.01,57.753,Sí
Femenino,23,7,Tabasco,Postpago,tienda,974,13,32,33,3.76,5.08,3.38,1.33,6.99,1.12,3.42,1.71,4.38,216.701,Sí
Masculino,31,14,Baja_California_Sur,Prepago,tienda,508,14,16,14,1.09,2.63,0.99,0.38,2.28,1.27,1.78,1.13,1.09,112.492,No
Masculino,64,46,Guanajuato,Prepago,tienda,734,7,48,45,5.04,8.81,1.97,0.45,8.15,3.09,4.5,3.75,2.41,181.051,No
Femenino,47,41,CDMX,Postpago,app,351,2,46,20,1.24,3.63,2.08,1.95,3.84,1.88,2.16,1.76,1.46,90.65,No
Masculino,47,5,Morelos,Postpago,app,623,4,31,8,0.78,1.4,0.75,0.08,1.88,0.69,1.13,0.35,0.54,131.58,No
Femenino,58,8,Colima,Postpago,tienda,830,1,6,25,3.16,4.35,3.42,0.25,4.56,2.11,3.82,1.09,1.32,182.224,No
Femenino,44,27,Quintana Roo,Postpago,app,711,5,61,11,0.63,1.87,1.17,1.06,1.7,1.12,1.74,0.5,1.23,155.906,Sí
Femenino,44,21,Oaxaca,Prepago,app,236,0,59,23,2.52,3.91,2.52,0.62,4.71,1.52,3.39,1.09,2.72,67.1,Sí
Masculino,19,63,Aguascalientes,Prepago,tienda,166,4,30,25,3.43,4.27,3.11,0.75,5.16,1.08,3.69,1.42,1.68,59.027,Sí
Masculino,28,63,Aguascalientes,Prepago,tienda,42,5,60,53,6.82,7.18,5.44,3.77,9.65,4.39,7.26,2.8,5.71,52.656,No
Masculino,70,17,Querétaro,Postpago,tienda,173,2,64,27,1.94,5.47,1.76,1.45,5.77,0.99,4.17,1.77,3.69,56.553,Sí
Masculino,19,71,Guanajuato,Prepago,tienda,949,3,56,7,0.65,1.22,0.8,0.37,1.1,0.44,0.85,0.63,0.93,207.447,No
Masculino,45,4,Baja_California_Sur,Prepago,tienda,703,6,54,17,1.34,3.4,1.57,1.47,2.63,0.33,1.89,0.99,2.31,153.779,Sí
Femenino,31,40,Quintana Roo,Prepago,app,596,5,26,17,0.95,3.83,1.53,1.5,3.66,1.56,1.87,0.44,1.06,136.52,Sí
Femenino,47,10,Zacatecas,Prepago,app,204,4,12,6,0.67,1,0.57,0.3,0.94,0.2,0.7,0.44,0.65,46.341,Sí
Masculino,23,1,Sinaloa,Prepago,tienda,404,1,52,30,1.86,6.8,1.33,0.8,6.04,2.76,4.52,1.9,3.16,101.301,No
Masculino,25,8,Zacatecas,Postpago,app,624,6,26,3,0.15,0.64,0.37,0.05,0.74,0.15,0.38,0.29,0.22,129.097,Sí
Femenino,19,35,Querétaro,Postpago,app,141,2,35,49,5.03,10.34,5.55,1.65,9.09,1.96,7.92,2.9,4.56,64.6,No
Masculino,19,57,Colima,Prepago,tienda,164,1,6,4,0.36,0.96,0.48,0.07,0.68,0.23,0.67,0.18,0.37,44.05,Sí
Masculino,37,26,Michoacán,Prepago,tienda,845,14,11,49,2.77,7.54,4.82,2.81,8.28,4.23,9.28,3.8,5.36,202.817,No
Masculino,32,26,Hidalgo,Postpago,app,150,10,16,14,0.84,2.58,1.55,0.83,2.97,0.8,2.52,0.36,1.57,43.106,Sí
Femenino,52,5,Oaxaca,Prepago,tienda,321,14,37,31,3.16,7.28,2.62,2.38,5.38,0.41,4.7,1.88,2.51,85.196,No
Masculino,41,50,San Luis Potosi,Postpago,app,225,14,69,13,1.45,2.04,1.62,1.26,2,0.91,2.12,0.71,0.9,63.753,Sí
Masculino,64,19,Colima,Prepago,app,101,5,9,25,2.11,4.08,2.68,1.77,5.14,2.06,3.78,2.06,1.31,38.497,No
Femenino,30,21,Hidalgo,Prepago,app,304,3,52,36,4.98,5.59,2.66,0.38,8.32,2.86,5.42,1.18,4.3,88.057,No
Femenino,62,68,Nayarit,Postpago,tienda,318,4,32,6,0.7,0.93,0.5,0.46,1.25,0.39,0.54,0.48,0.75,79,No
Femenino,18,58,Aguascalientes,Prepago,app,753,1,15,19,1.32,4.11,1.36,1.73,3.19,1.89,3.25,0.19,1.48,171.306,Sí
Femenino,41,41,Baja California,Postpago,tienda,592,6,63,13,1.44,2.47,1.73,0.18,2.39,0.37,2.07,0.18,0.76,135.077,Sí
Femenino,35,22,Nayarit,Postpago,tienda,714,5,8,54,6.11,10.04,3.39,2.84,8.8,1.05,8.19,4.43,6.69,178.162,Sí
Femenino,39,64,Tabasco,Prepago,app,194,9,16,39,5.69,6.81,2.5,1.57,8.68,1.03,4.49,2.92,3.48,72.051,No
Femenino,24,25,Chihuahua,Postpago,app,336,11,28,18,1.8,3.08,2.12,1.51,3.85,0.4,3.07,0.56,1.6,83.147,Sí
Masculino,58,42,Baja California,Postpago,tienda,350,3,9,24,2.87,4.76,2.98,1.32,4.25,1.09,2.43,2.29,2.01,91.15,Sí
Femenino,22,16,Quintana Roo,Postpago,app,202,13,5,4,0.35,0.76,0.49,0.3,0.66,0.3,0.7,0.21,0.24,45.453,No
Masculino,40,54,Oaxaca,Postpago,app,368,5,31,42,2.46,8.74,3.88,0.48,9.1,4.06,7.07,0.61,5.59,108.447,No
Masculino,30,44,Veracruz,Prepago,tienda,533,4,23,25,3.15,4.41,1.14,2.44,5.4,0.27,4.54,1.45,1.96,129.278,Sí
Masculino,67,3,Tamaulipas,Prepago,app,120,0,61,29,3.84,5.81,1.65,1.36,6.06,0.98,3.81,1.99,3.5,44.9,Sí
Femenino,18,17,Puebla,Prepago,tienda,980,14,51,49,6.25,8.64,3.16,0.9,10,4.25,6.26,2.81,3.28,229.465,Sí
Masculino,20,11,Querétaro,Prepago,app,289,3,25,41,2.51,6.78,5.04,0.49,7.59,1.69,4.42,0.41,5.9,83.449,Sí
Femenino,33,20,México,Postpago,app,368,14,8,30,2.81,4.77,2.09,2.53,5.57,3.07,5.53,0.28,3.33,94.994,Sí
Masculino,25,33,Guanajuato,Prepago,tienda,366,2,47,50,4.54,10.96,3.3,2.05,8.1,4.85,6.11,1.79,3.9,109.18,Sí
Femenino,40,4,Oaxaca,Prepago,app,777,7,62,20,2.82,3.97,1.1,1.87,3.28,1.2,2.7,1.74,1.32,171.1,Sí
Femenino,68,16,Guerrero,Prepago,app,962,13,13,14,1.83,2.78,1.59,0.14,2.66,0.74,2.07,0.53,1.66,203.85,Sí
Masculino,28,9,Morelos,Postpago,app,713,2,60,35,3.91,6.77,3.09,1.27,6.45,1.73,6.28,1.03,3.38,167.623,No
Femenino,40,15,Tlaxcala,Prepago,app,984,11,64,39,2.64,8.84,4.79,0.65,9.75,0.94,4.69,2.06,3.93,225.437,Sí
Masculino,67,54,Nayarit,Prepago,tienda,153,14,56,21,2.79,4.35,1.16,1.56,4.5,0.65,3.41,0.62,1.97,54.103,No
Masculino,68,14,"Campeche, Coahuila",Prepago,app,901,10,20,50,2.86,11.23,6.25,2.5,10.59,1.6,5.06,3.05,6.86,213.3,No
Femenino,32,59,Colima,Postpago,app,170,3,28,45,6.31,8.85,1.81,0.45,6.83,0.48,5.17,0.92,6.7,69.006,Sí
Femenino,38,44,México,Postpago,app,741,1,53,13,0.96,2.05,1.48,0.68,2.63,0.24,1.61,0.13,0.72,164.5,Sí
Masculino,42,47,CDMX,Postpago,tienda,735,0,13,49,3.79,9.6,5.5,0.92,10.14,3.3,7.29,2.93,4.67,183.842,No
Femenino,31,34,Hidalgo,Postpago,app,206,5,30,44,4.43,7.82,3.5,2.39,6.78,1.22,7.16,0.73,3.03,72.118,Sí
Femenino,40,19,Chihuahua,Postpago,app,413,0,55,3,0.35,0.62,0.2,0.03,0.63,0.04,0.42,0.19,0.28,89.928,No
Femenino,57,62,Guanajuato,Postpago,tienda,687,7,46,46,6.64,9.09,2.67,0.46,9.85,0.69,6.76,1.12,6.7,175.994,Sí
Femenino,69,12,Tlaxcala,Postpago,tienda,128,10,41,2,0.23,0.46,0.19,0.15,0.33,0.06,0.37,0.02,0.19,30.65,Sí
Masculino,64,54,Durango,Postpago,app,542,13,43,17,1.62,3.37,1.22,0.66,3.45,0.71,2.96,1.11,1.9,128.85,No
Masculino,16,14,Tabasco,Postpago,app,155,11,5,27,2.56,6.25,2.85,1.96,5.53,1.25,3.18,0.55,2.87,49.55,Sí
Femenino,35,18,Nayarit,Postpago,app,198,12,35,47,4.41,8.77,1.97,3.72,11.08,1.66,5.18,4.18,3.42,71.467,Sí
Masculino,41,18,Hidalgo,Prepago,tienda,228,9,41,51,5.88,7.72,2.08,3.39,12.4,0.9,5.25,2.44,2.55,78.433,Sí
Masculino,64,71,Oaxaca,Postpago,tienda,213,5,15,11,1.24,2,1.52,0.23,2.54,0.42,1.32,0.11,1.3,60.504,Sí
Masculino,49,68,Nayarit,Prepago,app,683,2,68,47,5.84,10.04,6.23,4.17,8.91,0.67,5.12,3.54,2.48,178.4,Sí
Masculino,36,32,Chihuahua,Prepago,tienda,623,2,13,51,6.5,7.91,3.55,4.44,9.33,2.22,5.46,0.51,5.65,159.021,Sí
Masculino,54,46,Michoacán,Postpago,tienda,941,6,28,3,0.34,0.73,0.19,0.27,0.47,0.24,0.43,0.09,0.16,198.276,Sí
Femenino,42,47,"Campeche, Coahuila",Postpago,tienda,977,14,38,42,4.48,7.56,3.16,2.95,6.62,0.62,4.88,1.99,4.88,228.092,No
Femenino,35,10,Veracruz,Prepago,app,837,6,23,42,4.5,9.02,2.46,2.73,9.99,2.27,4.65,2.26,4.11,195.247,No
Femenino,44,56,Guerrero,Prepago,app,709,5,28,21,1.2,4.78,2.14,0.21,4.83,1.24,2.73,0.33,2.23,163.807,Sí
Femenino,33,42,Zacatecas,Prepago,app,990,0,3,46,3.43,9.23,6.03,0.46,11.03,2.18,7.23,3.92,2.51,232.056,Sí
Masculino,41,28,Guanajuato,Prepago,tienda,622,4,43,15,0.78,2.45,0.73,0.64,3.65,0.92,2.59,1.46,1.21,139.579,Sí
Femenino,18,61,Yucatán,Postpago,app,138,11,51,29,1.73,4.59,2.04,0.49,4.84,2.47,4.89,1.96,2.52,55.659,Sí
Femenino,15,51,Guerrero,Postpago,app,231,11,24,31,3.23,5.05,1.3,2,6.25,3.12,4.69,1.33,3.93,73.62,Sí
Masculino,70,37,Chihuahua,Postpago,app,353,13,13,21,2.96,4,2.69,1.35,4.17,0.49,2.2,0.87,1.57,89.19,No
Femenino,29,64,"Campeche, Coahuila",Postpago,app,841,9,24,43,5.66,9.46,5.04,2.85,7.55,1.09,6.56,1.37,3.42,204.8,No
Femenino,25,8,Morelos,Postpago,tienda,312,6,25,3,0.27,0.49,0.28,0.19,0.57,0.06,0.51,0.22,0.42,66.653,No
Masculino,54,70,Durango,Postpago,app,725,9,27,31,4.07,6.07,2.44,2.32,5.51,2.4,3.3,0.85,4.03,175.447,Sí
Masculino,54,36,Tabasco,Postpago,app,338,6,49,22,2.71,4.27,2.25,1.77,4.6,1.07,2.34,0.47,2.52,88.65,Sí
Femenino,21,52,Michoacán,Prepago,tienda,427,5,11,5,0.32,1,0.3,0.43,0.99,0.16,0.7,0.05,0.61,96.618,No
Femenino,40,54,Sonora,Postpago,app,846,1,70,6,0.71,1.11,0.37,0.23,1.33,0.51,1.13,0.11,0.51,184.403,No
Femenino,19,62,Jalisco,Postpago,app,736,1,64,43,4.4,8.03,5.39,2,6.35,2.44,6.44,4.07,3.87,185.497,No
Masculino,48,38,Colima,Postpago,tienda,50,5,14,26,2.59,4.61,3.04,1.16,4.69,0.58,4.81,2.19,2.33,32,No
Masculino,36,71,Sinaloa,Postpago,tienda,866,0,21,35,5.05,7.28,2.44,1.73,6.25,1.14,3.82,1.57,3.63,205.273,Sí
Femenino,70,60,Baja_California_Sur,Postpago,tienda,622,1,7,48,5.07,8.47,6.24,1.5,7.91,2.27,7.45,3.16,5.94,162.553,No
Masculino,66,41,Guanajuato,Prepago,tienda,485,14,49,14,0.73,2.28,1.15,0.14,2.11,1.45,2.13,1.21,1.47,113.601,No
Femenino,45,71,Nayarit,Postpago,tienda,173,13,6,30,2.34,7,3.29,0.7,6.26,1.01,4.37,2.58,2.43,63.544,Sí
Femenino,56,55,Baja_California_Sur,Postpago,app,384,1,56,47,5.25,10.84,2.8,2.18,10.37,0.68,5.49,4.02,3.92,115.615,Sí
Masculino,44,63,Durango,Prepago,app,649,13,9,46,3.57,9.16,3.68,1.44,10.39,3.51,4.63,4.23,3.43,166.712,No
Femenino,33,45,Morelos,Postpago,tienda,474,8,51,14,0.7,2.98,1.63,0.37,2.94,0.16,2.49,0.44,1.3,112.203,No
Masculino,16,29,"Campeche, Coahuila",Postpago,tienda,978,5,23,1,0.08,0.21,0.12,0.07,0.19,0.05,0.1,0.1,0.06,201.694,Sí
Masculino,41,16,Tlaxcala,Prepago,tienda,642,4,8,36,3.49,7.23,1.82,3.02,5.54,2.9,6.52,3.35,2.15,152.806,No
Femenino,42,15,Aguascalientes,Postpago,app,960,4,42,47,2.47,9.58,4.01,2.03,7.78,4.25,5.82,4.29,5.15,224.064,No
Masculino,69,5,Guerrero,Prepago,tienda,293,12,15,46,5.46,9.01,5.48,2.22,8.43,3.02,6.22,2.54,3.61,87.697,No
Femenino,65,70,Veracruz,Prepago,tienda,954,11,9,31,1.91,6.78,1.33,2.44,7.08,2.26,4.55,2.11,2.53,220.347,Sí
Femenino,64,63,Morelos,Postpago,tienda,636,0,47,14,1.59,2.43,0.86,0.37,2.76,0.85,2.69,1.07,1.38,147.4,Sí
