genero,edad,antiguedad,ubicacion,contrato,forma_pago,cargos,sms cantidad,llamada minutos,datos,Whatsapp,Facebook,Instagram,Twitter,TikTok,Uber,Youtube,Netflix,Spotify,churn,Fuerza de ventas,churn2
Femenino,68,54,Puebla,Prepago,app,503,12,62,26,3.87,5.51,3.87,0.34,6.35,3.14,5.1,3.03,3.79,Sí,130.1,Sí
Masculino,19,10,Baja California,Postpago,app,515,2,42,17,0.69,1.33,0.51,0.09,1.67,0.52,1.1,0.7,0.94,No,113.965,No
Femenino,47,26,San Luis Potosi,Postpago,app,461,3,64,10,6.16,9.79,5.68,1.38,10.79,2.04,6.95,2.09,5.09,Sí,117.291,Sí
Masculino,41,25,Tabasco,Postpago,tienda,77,5,37,27,1.85,8.17,3.57,1.3,5.3,2.99,4.81,3.29,2.51,Sí,39.237,Sí
Masculino,55,63,Colima,Postpago,app,108,6,37,14,2.9,7.15,1.66,1.96,7.8,1.65,3.93,0.97,4.11,No,46.739,No
Masculino,65,51,Jalisco,Postpago,tienda,816,3,68,41,2.25,6.52,4,2.42,9.16,2.42,7.6,1.17,6.21,No,199.075,No
Femenino,68,8,Baja California,Postpago,tienda,752,5,62,31,6.13,9.26,3.39,2.56,10.22,3.95,5.18,1.46,2.85,No,177.5,No
Masculino,70,3,Nayarit,Postpago,tienda,587,8,22,13,3.43,6.4,2.25,1.27,5.93,0.74,4.56,0.89,3.54,No,131.553,No
Femenino,25,58,Oaxaca,Prepago,app,253,2,36,24,4.73,6.98,4.51,1.31,10.61,1.38,8.15,2.57,5.76,No,82.1,No
Femenino,37,64,Tamaulipas,Postpago,app,744,10,43,41,2.61,9.66,1.91,0.47,7.35,4.64,5.96,3.07,4.91,Sí,185.024,Sí
Femenino,55,48,Puebla,Postpago,app,938,9,67,31,4.77,8.94,3,3.55,6.25,4.2,7.37,2.19,3.73,Sí,220.65,Sí
Femenino,28,32,Chihuahua,Prepago,tienda,844,0,26,48,1.87,3.1,1.47,0.2,3.03,1.28,2.5,0.3,0.95,Sí,193.71,Sí
Masculino,59,11,México,Postpago,tienda,585,3,36,19,4.85,11.54,4.9,1.25,7.07,5,4.84,0.91,6.62,Sí,140.244,Sí
Masculino,57,24,Tamaulipas,Prepago,tienda,689,14,50,38,4.18,7.25,5.91,0.7,10.26,1.78,8.47,1.45,4.99,No,168.797,No
Femenino,34,12,Tamaulipas,Postpago,tienda,700,6,30,17,1.74,4.72,2.32,1.59,4.95,1.83,2.92,1.3,1.9,No,155.381,No
Masculino,36,41,Veracruz,Postpago,app,54,5,57,22,2.15,3.15,1.52,1.6,4.53,0.55,1.9,0.78,2.06,Sí,31.872,Sí
Masculino,62,32,Durango,Postpago,tienda,873,7,35,28,1.43,2.08,1.55,0.99,2.52,1.29,2,0.16,0.98,Sí,193.45,Sí
Masculino,37,17,Baja California Sur,Postpago,tienda,979,11,3,43,1.38,2.47,0.57,1.18,2.01,0.67,1.22,0.99,1.51,No,215,No
Femenino,52,43,Tabasco,Postpago,app,567,11,43,40,5.28,11.03,2.51,4.22,11.25,2.84,6.38,0.71,4.81,Sí,148.709,Sí
Femenino,48,42,Aguascalientes,Prepago,tienda,480,13,62,45,3.65,4.29,3.18,1.35,4.07,2.86,4.35,1.11,1.61,Sí,126.841,Sí
Femenino,65,26,Zacatecas,Postpago,tienda,893,3,49,18,2.61,4.55,1.08,1.84,3.56,2.23,3.83,0.21,1.1,Sí,196.653,Sí
Femenino,56,45,México,Prepago,app,805,0,67,13,2.04,3.26,1.37,0.6,2.06,1.04,1.51,0.5,1.62,Sí,179.2,Sí
Masculino,31,63,Sinaloa,Prepago,app,151,1,61,10,1.31,2.72,0.88,0.36,2.15,1,1.79,0.52,1.64,No,49.411,No
Masculino,27,48,Guanajuato,Prepago,app,473,14,37,0,4.07,6,4.48,2.98,6.93,1.25,6.25,2.64,3.4,No,115.05,No
Masculino,36,22,Oaxaca,Postpago,tienda,348,10,32,35,2.18,4.97,1.07,1.68,3.11,1.01,3.53,1.48,1.96,Sí,91.297,Sí
Femenino,18,70,Michoacán,Prepago,tienda,96,8,26,13,6.02,8.83,5.76,4.36,9.86,1.24,7.92,4.73,5.29,Sí,51.103,Sí
Femenino,57,20,"Campeche, Coahuila",Prepago,tienda,351,4,32,34,3.46,10.77,3.49,2.34,10.56,2.81,7.94,3.93,6.7,Sí,100.6,Sí
Femenino,15,41,San Luis Potosi,Prepago,tienda,99,9,35,51,7.47,9.25,3.62,1.16,8.75,4.61,5.04,1.32,7.19,Sí,57.523,Sí
Femenino,26,55,Sonora,Prepago,tienda,179,5,46,38,2.84,8.07,1.63,1.42,7.98,4.03,5.74,1.47,4.81,Sí,69.147,Sí
Femenino,70,32,Hidalgo,Prepago,tienda,355,6,21,23,3.04,6.62,2.04,1.5,5,2.82,2.87,1.58,3.52,Sí,92.447,Sí
Femenino,68,51,Jalisco,Postpago,tienda,271,12,58,32,0.23,0.57,0.31,0.26,0.53,0.26,0.41,0.06,0.38,No,75.253,No
Femenino,70,30,Chihuahua,Prepago,tienda,317,11,21,17,3.39,6.08,2.11,2.9,6.83,2.73,3.36,2.37,2.22,Sí,83.647,Sí
Masculino,33,49,Chihuahua,Prepago,tienda,721,3,37,47,2.28,8.72,5.41,1.67,6.88,0.79,5.63,3.41,5.22,Sí,179.503,Sí
Femenino,17,10,Veracruz,Postpago,app,54,8,17,13,3.93,7.04,3.55,0.49,9.72,2.94,7.19,1.77,5.36,No,29.647,No
Masculino,56,50,Baja California,Postpago,app,804,11,34,41,5.13,8.52,3.06,2.24,10.44,3.54,5.94,3.39,2.74,No,195.8,No
Masculino,34,52,Michoacán,Postpago,app,735,11,20,52,0.34,0.94,0.43,0.12,1.02,0.44,0.99,0.15,0.59,No,172.906,No
Masculino,20,33,Tamaulipas,Postpago,app,887,7,60,24,3.95,7.05,5.35,0.6,9.85,2.41,9.17,4.5,2.7,No,206.224,No
Masculino,68,23,Tamaulipas,Postpago,tienda,701,11,29,26,6.43,12.56,5.18,2.39,8.93,3.18,9.13,1.86,3.34,Sí,168.8,Sí
Masculino,60,63,Oaxaca,Prepago,tienda,67,7,18,4,3.36,7.55,1.96,1.62,5.66,2.25,5.13,3.17,3.27,No,35.141,No
Femenino,29,65,"Campeche, Coahuila",Postpago,tienda,169,0,65,33,5.94,10.18,5.25,0.93,7.52,3.62,5.35,0.45,5.76,Sí,70.2,Sí
Femenino,53,14,Oaxaca,Postpago,tienda,150,2,44,13,0,0,0,0,0,0,0,0,0,Sí,38.2,Sí
Masculino,19,44,CDMX,Prepago,app,992,9,43,46,2.33,9.44,2.81,0.4,6.88,0.62,6.8,1.15,2.85,No,230.934,No
Femenino,16,31,Zacatecas,Postpago,tienda,198,1,7,39,2.63,6.4,3.17,0.43,5.9,2.72,3.06,0.27,3.41,Sí,64.697,Sí
Masculino,55,60,Quintana Roo,Postpago,tienda,487,13,12,49,2.06,2.74,0.75,0.76,3.19,0.62,2.56,1.16,2.17,Sí,126.503,Sí
Masculino,33,58,Nuevo León,Postpago,tienda,904,7,19,51,1.4,1.72,1.1,0.7,1.7,0.62,1.61,0.26,0.9,Sí,208.753,Sí
Femenino,25,10,Tamaulipas,Postpago,app,710,7,63,19,2.26,4.6,3.16,0.73,4.73,2.87,5.19,2.15,4.32,No,161.353,No
Masculino,27,14,Aguascalientes,Prepago,app,537,12,38,38,0.71,2.52,1.04,0.57,2.11,0.34,1.73,0.97,0.7,Sí,126.007,Sí
Femenino,51,60,Nayarit,Prepago,tienda,782,11,56,9,1.79,2.1,0.56,0.12,2.67,0.76,1.8,0.7,0.87,No,174.311,No
Masculino,59,11,"Campeche, Coahuila",Postpago,tienda,63,9,69,30,3.12,5.34,4.02,1.29,4.61,2.39,2.99,2.28,1.55,Sí,34.977,Sí
Masculino,20,68,Zacatecas,Postpago,app,42,2,40,43,5.61,9.74,4.41,3.18,7.72,1.74,4.27,1.32,6.02,No,46.703,No
Femenino,64,49,CDMX,Postpago,app,192,11,68,47,4.26,9.44,1.82,4,7.64,2.73,7.79,1.64,5.69,Sí,76.753,Sí
Masculino,22,17,Guanajuato,Prepago,tienda,744,0,25,3,1.48,1.9,1.35,0.42,2.98,0.29,2.13,0.31,0.89,No,157.025,No
Femenino,26,59,Sonora,Postpago,tienda,537,11,46,8,3.8,6.67,2.05,0.43,7.29,1.67,8.28,0.59,5.15,Sí,131.729,Sí
Masculino,58,56,Yucatán,Postpago,tienda,321,5,22,16,0,0,0,0,0,0,0,0,0,No,78.5,No
Masculino,64,66,Morelos,Prepago,tienda,707,8,10,38,1.99,5.08,1.34,1.11,6.17,2.25,4.36,0.82,1.77,No,170.667,No
Femenino,34,6,Sinaloa,Prepago,tienda,72,12,9,35,0.29,0.35,0.15,0.08,0.35,0.06,0.36,0.02,0.22,No,26.814,No
Femenino,56,54,Quintana Roo,Postpago,tienda,465,5,39,9,1.9,5.43,1.15,0.66,3.9,1.21,2.36,1.21,1.4,No,111.516,No
Femenino,47,60,Guanajuato,Prepago,tienda,717,0,35,17,1.54,6.71,1.81,2.03,6.38,0.94,5.69,0.29,3.62,No,167.953,No
Masculino,22,6,Hidalgo,Prepago,tienda,302,10,7,27,3.36,4.21,2.34,0.32,4.64,0.66,4.06,0.27,3.91,Sí,76.881,Sí
Femenino,25,45,CDMX,Postpago,app,436,6,34,1,1.7,4.89,3.21,1.34,4.15,1.93,4.79,1.2,2.79,Sí,103.75,Sí
Masculino,33,15,Michoacán,Postpago,tienda,954,7,5,54,2.83,4.8,3.75,0.94,6.6,2.16,4.43,2.31,2.18,No,218.5,No
Femenino,70,54,Guerrero,Postpago,app,457,12,54,2,0.4,0.75,0.45,0.37,0.82,0.2,0.54,0.28,0.2,Sí,104.003,Sí
Femenino,64,30,Guerrero,Prepago,tienda,550,9,68,35,3.15,4.55,1.68,2.23,4.27,0.77,4.67,0.84,1.62,No,135.534,No
Masculino,48,61,Yucatán,Postpago,tienda,828,10,60,42,0.12,0.19,0.06,0.04,0.21,0.06,0.17,0.06,0.08,No,190.647,No
Femenino,23,10,Chiapas,Prepago,tienda,22,8,47,24,3.87,6.35,1.87,2.45,5.18,1.34,3.31,1.09,1.97,No,23.679,No
Femenino,22,39,Sinaloa,Postpago,tienda,38,0,35,38,1.49,2.89,1.71,1.34,2.4,0.82,2.51,0.15,1.51,No,31.046,No
Masculino,43,5,Zacatecas,Postpago,tienda,668,9,21,7,0.35,0.92,0.27,0.37,0.66,0.25,0.42,0.13,0.37,Sí,138.622,Sí
Masculino,45,10,Chihuahua,Prepago,app,774,12,70,44,2.85,6.96,2.71,1.17,6.54,2.02,6.5,1.58,3.91,Sí,183.272,Sí
Masculino,41,63,Puebla,Prepago,app,560,0,42,31,4.81,5.56,3.45,2.52,7.11,2.15,4.94,0.36,2.58,Sí,142.894,Sí
Masculino,44,66,Hidalgo,Prepago,tienda,217,2,10,42,0.25,0.7,0.18,0.14,0.55,0.13,0.59,0.03,0.32,Sí,67.267,Sí
Masculino,62,50,Baja California Sur,Prepago,tienda,914,5,24,17,1.19,1.95,0.84,0.85,1.99,1.09,1.24,0.93,1.61,Sí,200.107,Sí
Femenino,45,70,Jalisco,Postpago,tienda,291,0,39,31,2.19,5.34,2.69,1.6,5.5,1.44,3.75,0.43,3.65,Sí,87.927,Sí
Masculino,24,37,Quintana Roo,Prepago,tienda,726,3,53,53,7.52,12.63,5.44,0.52,11.69,1.49,5.5,3.75,4.46,Sí,185.2,Sí
Masculino,66,54,Aguascalientes,Postpago,tienda,803,14,51,49,0.16,0.34,0.21,0.02,0.42,0.16,0.34,0.12,0.23,No,186.55,No
Femenino,17,61,Nayarit,Postpago,tienda,521,9,55,7,3.28,5.12,3.99,2.88,5.22,1.76,5.5,1.74,4.52,No,128.403,No
Masculino,47,51,"Campeche, Coahuila",Postpago,app,908,8,30,26,2.76,5.84,1.4,0.23,4.74,1.44,4.3,0.98,3.32,No,206.053,No
Femenino,37,58,Oaxaca,Prepago,tienda,940,8,17,1,1.65,7.26,2.18,2.31,5.34,1.92,5.91,0.32,4.79,Sí,207.354,Sí
Femenino,21,59,Zacatecas,Postpago,app,543,13,23,45,0.38,0.56,0.24,0.03,0.63,0.28,0.47,0.04,0.36,No,132.997,No
Masculino,15,60,Michoacán,Postpago,tienda,486,14,56,42,0.34,0.66,0.35,0.06,0.49,0.2,0.51,0.11,0.27,No,122.497,No
Masculino,69,45,México,Prepago,tienda,397,9,8,7,0.57,1.15,0.66,0.27,1.72,0.12,0.94,0.26,0.76,Sí,90.585,Sí
Femenino,33,41,San Luis Potosi,Postpago,app,460,9,46,23,0.33,0.98,0.29,0.3,1.38,0.59,1.17,0.26,0.71,Sí,109.153,Sí
Femenino,29,3,Veracruz,Prepago,app,380,12,49,19,3.64,9.69,4.19,2.77,10.56,4.98,6.55,0.79,3.48,No,98.595,No
Femenino,56,11,Aguascalientes,Prepago,tienda,711,12,8,5,4.54,9.05,4.58,3.28,12.71,4,8.02,3.72,4.1,No,161.95,No
Masculino,45,7,Veracruz,Postpago,app,952,11,17,46,0.27,1.13,0.45,0.3,0.77,0.3,0.66,0.46,0.42,No,207.528,No
Masculino,64,23,Querétaro,Prepago,tienda,208,11,23,45,4.43,9.88,4.93,0.45,9.82,2.54,7.24,0.5,2.8,Sí,72.477,Sí
Masculino,52,63,Guerrero,Prepago,tienda,95,11,5,34,0.12,0.18,0.05,0.07,0.23,0.05,0.09,0.08,0.13,No,39.2,No
Masculino,32,66,Jalisco,Postpago,app,434,0,61,48,1.17,1.61,0.78,0.2,1.73,0.81,1.31,0.29,0.55,No,116.685,No
Masculino,33,28,Jalisco,Postpago,tienda,644,4,4,40,1.44,3.87,2.04,2,5.25,1.97,2.91,0.74,2.29,No,151.953,No
Femenino,70,64,Guanajuato,Prepago,tienda,410,9,39,23,0.7,2.41,1.06,0.66,1.88,0.77,1.82,0.6,1.09,Sí,103.747,Sí
Masculino,70,71,Nuevo León,Postpago,app,291,10,43,29,0.09,0.18,0.07,0.08,0.14,0.08,0.18,0.07,0.11,Sí,80,Sí
Femenino,66,40,Sinaloa,Postpago,app,387,7,16,19,6.2,8.59,3.76,0.85,7.73,3.57,4.68,0.78,4.65,Sí,102.143,Sí
Femenino,31,61,Jalisco,Postpago,tienda,795,0,9,7,0.52,1.38,0.38,0.28,1.35,0.53,0.68,0.12,0.76,Sí,172.5,Sí
Femenino,40,36,Oaxaca,Prepago,app,369,8,25,38,2.45,7.83,2.09,1.97,6.21,3.73,7.01,3.28,4.49,Sí,103.568,Sí
Femenino,20,40,Durango,Postpago,tienda,444,7,29,7,2.25,4.82,2.39,0.25,5.67,2.71,4.83,2.02,2.04,Sí,106.444,Sí
Femenino,16,55,Baja California,Postpago,app,690,1,10,8,0.82,1.29,0.7,0.52,0.85,0.23,0.79,0.15,0.66,No,150.953,No
Masculino,37,60,Morelos,Postpago,tienda,651,5,3,22,6.43,9.43,6.14,4.32,10.45,2.09,8.66,2.78,3.71,No,162.153,No
Masculino,62,21,Aguascalientes,Prepago,tienda,206,2,68,14,0.53,0.94,0.18,0.04,0.72,0.15,0.62,0.35,0.46,Sí,53.147,Sí
Masculino,69,38,Nuevo León,Prepago,app,598,13,33,12,1.09,3.91,1.43,0.34,2.73,1.59,3.49,1.68,1.76,No,135.956,No
Femenino,52,36,Yucatán,Postpago,app,35,0,13,41,0.75,2.07,1.12,0.49,2.54,0.82,1.42,0.43,1.33,Sí,28.641,Sí
Femenino,24,55,Chihuahua,Prepago,tienda,882,0,39,40,3.51,7.88,4.19,0.6,6.1,2.61,6.69,1.61,3.83,No,209.706,No
Femenino,36,63,Durango,Prepago,tienda,616,10,50,40,0.08,0.17,0.06,0.06,0.19,0.02,0.11,0.07,0.06,Sí,147.396,Sí
Masculino,48,64,Puebla,Prepago,tienda,589,13,39,43,5,8.42,3.74,2.57,7.92,1.36,6.33,2.31,5.35,No,155.15,No
Masculino,60,69,Tamaulipas,Prepago,tienda,891,12,8,13,3.34,9.28,4.67,1.68,11.09,3.5,7.7,3,6.75,Sí,208.153,Sí
Masculino,35,26,San Luis Potosi,Prepago,tienda,955,11,35,17,1.93,3.48,0.71,0.68,3.19,0.77,2.58,1.14,1.58,No,206.568,No
Femenino,66,71,Sinaloa,Postpago,tienda,646,8,68,53,0,0,0,0,0,0,0,0,0,No,159.15,No
Femenino,33,37,Veracruz,Postpago,tienda,747,12,24,20,2.96,3.87,1.4,0.25,4.07,2.32,3.17,0.87,1.99,No,168.42,No
Femenino,42,66,Querétaro,Prepago,tienda,205,3,52,46,4.7,9.88,3.63,4.37,9.97,0.58,6.65,4.41,4.79,Sí,81.994,Sí
Femenino,41,49,Nuevo León,Postpago,app,545,12,30,51,1.41,2.56,0.78,0.57,2.21,0.23,2.32,0.43,1.87,Sí,136.864,Sí
Femenino,27,53,Guanajuato,Prepago,tienda,793,14,23,32,0.14,0.36,0.24,0.04,0.43,0.17,0.34,0.05,0.23,No,177.9,No
Femenino,20,57,Quintana Roo,Prepago,app,532,10,52,8,1.44,3.7,1.75,0.54,5.4,1.75,3.44,0.34,3.36,No,126.466,No
Femenino,65,6,Tabasco,Prepago,tienda,370,1,54,24,3.43,5.85,4.37,3.14,6.42,2.1,7.02,0.36,4.32,Sí,95.903,Sí
Femenino,62,55,Sinaloa,Prepago,app,641,6,42,31,3.95,8.32,3.77,3.59,9.34,1.66,7.37,0.38,2.62,No,160.15,No
Femenino,36,4,Colima,Prepago,app,530,8,12,11,0.53,2.18,0.97,0.09,1.54,0.83,0.95,0.16,1.15,No,113.02,No
Masculino,40,43,Sonora,Postpago,app,802,6,49,15,1.84,4.74,2.36,0.35,5.83,2.24,3.6,1.16,2.89,No,181.303,No
Femenino,39,14,Veracruz,Prepago,app,319,9,23,32,6.23,7.71,4.84,0.68,7.87,2.13,6.62,3.48,5.44,Sí,90.15,Sí
Femenino,42,6,Chihuahua,Prepago,app,738,3,30,42,4.36,6.48,1.94,3.03,7.8,2.23,3.74,1.29,2.06,Sí,172.479,Sí
Masculino,37,44,Guerrero,Postpago,app,86,13,3,15,4.39,10.52,5.26,4.45,9.28,4.24,5.9,0.45,5.52,Sí,43.453,Sí
Masculino,54,20,Michoacán,Postpago,app,345,1,48,2,2.88,5.88,1.18,2.1,5.81,1.2,3.08,1.51,1.36,Sí,82.5,Sí
Femenino,42,38,México,Postpago,tienda,387,8,45,43,2.4,5.56,2.06,0.38,4.88,2.08,3.72,1.95,1.97,No,105.75,No
Masculino,32,57,Querétaro,Prepago,app,153,0,29,12,2.93,4.75,1.1,2.07,3.74,0.92,3.55,0.37,1.54,Sí,50.491,Sí
Femenino,46,25,Colima,Prepago,app,568,13,38,12,4.75,6.41,3.14,2.39,7.97,1.6,3.91,1.18,2.64,Sí,133.047,Sí
Femenino,28,61,Baja California Sur,Prepago,app,939,9,35,30,2.97,9.22,3.91,0.47,11.16,4.51,6.22,0.72,5.13,No,220.993,No
Femenino,32,60,Durango,Prepago,app,53,12,62,19,4.05,6.8,1.65,2.37,5.41,0.73,4.97,1.09,1.63,Sí,37.01,Sí
Femenino,28,51,Guerrero,Prepago,app,719,6,37,8,1.23,3.84,2.08,1.24,3.79,0.67,2.32,0.48,2.56,Sí,161.163,Sí
Masculino,31,31,Aguascalientes,Prepago,app,264,13,10,7,4.79,11.43,5.45,2.78,8.69,2.11,5,1.85,4.74,No,74.102,No
Femenino,33,59,Quintana Roo,Postpago,app,400,9,69,40,6.17,9.9,3.74,1.92,6.68,1.55,8.02,2.34,2.33,Sí,117.095,Sí
Masculino,46,19,Puebla,Prepago,app,796,14,9,20,3.96,10.99,5.95,0.67,7.16,1.18,6.24,3.84,4.95,Sí,181.982,Sí
Femenino,59,65,Guanajuato,Postpago,app,376,8,58,44,2.04,2.94,1.48,1.42,2.77,0.48,2.09,1.34,1.45,No,105.853,No
Masculino,62,15,Durango,Prepago,app,648,11,45,11,0.67,2.47,1.58,0.78,1.85,0.89,1.28,0.19,0.85,Sí,140.568,Sí
Femenino,61,35,Morelos,Prepago,tienda,564,4,9,35,2.55,4.79,1.77,1.1,3.18,0.82,3.5,0.87,1.08,No,134.898,No
Femenino,33,32,Baja California,Prepago,app,118,9,58,27,1.69,3,1.13,0.41,3.49,0.55,2.18,0.76,1.77,Sí,43.894,Sí
Masculino,34,35,Quintana Roo,Prepago,app,494,1,62,37,1.35,2.41,0.99,0.11,2.15,0.73,1.74,0.82,0.71,No,121.553,No
Masculino,27,5,Veracruz,Prepago,tienda,566,0,16,30,1.28,2.39,0.92,0.1,1.49,0.88,1.56,0.51,0.89,No,126.756,No
Femenino,44,51,Yucatán,Prepago,app,669,1,54,48,4.68,9.74,5.06,4.98,10.16,2.32,5.53,0.54,5.12,Sí,172.989,Sí
Masculino,34,61,Tabasco,Prepago,app,200,3,35,15,3.76,4.36,1.47,0.38,6.44,0.47,4.22,0.85,1.35,No,62.39,No
Masculino,59,15,Nayarit,Prepago,tienda,334,10,49,29,4.45,7.95,2.13,3.34,7.45,1.9,6.51,2.17,4.11,No,92.203,No
Masculino,40,41,Durango,Prepago,tienda,319,2,41,35,3.12,7.57,2.33,3.02,9.35,1.84,8.22,3.94,4.6,No,95.697,No
Femenino,34,51,Colima,Postpago,tienda,947,0,35,23,0,0,0,0,0,0,0,0,0,Sí,205.7,Sí
Masculino,47,21,México,Postpago,app,808,8,44,6,4.72,10.06,1.94,2.44,7.36,2.58,6.27,1.76,2.86,No,180.747,No
Masculino,62,55,Chihuahua,Postpago,tienda,890,4,39,41,3.21,9.61,3.15,0.42,7.52,0.72,7.75,0.56,6.29,Sí,212.269,Sí
Femenino,48,49,Quintana Roo,Postpago,app,559,6,62,38,4.57,8.45,2.27,3.44,5.8,3.45,4.35,0.57,2.64,No,144.312,No
Masculino,65,16,"Campeche, Coahuila",Postpago,app,392,9,18,18,4.53,9.21,5.51,1.84,11.23,4.92,7.45,3.02,6.29,No,103.3,No
Masculino,68,7,"Campeche, Coahuila",Postpago,app,560,5,8,43,2,7.89,3.43,3.3,5.33,2.07,4.11,2.19,4.68,No,136.85,No
Femenino,54,40,Morelos,Postpago,tienda,97,8,13,1,4.07,7.08,2.38,1.41,8.04,1.48,4.31,0.34,3.76,Sí,36.211,Sí
Femenino,58,55,Tlaxcala,Postpago,app,302,3,6,22,0.4,1.11,0.7,0.3,1.15,0.2,1.15,0.41,0.57,No,77.347,No
Femenino,42,28,Colima,Postpago,tienda,245,3,63,48,0.9,1.67,1.38,0.11,1.65,0.67,2.13,0.4,0.67,No,73.624,No
Masculino,53,23,Hidalgo,Prepago,app,995,1,44,48,4.56,9.97,6.97,0.93,11.1,4,8.09,0.75,2.9,Sí,233.831,Sí
Femenino,19,64,Zacatecas,Prepago,tienda,497,13,32,13,0.66,0.96,0.22,0.05,0.98,0.34,0.62,0.35,0.66,Sí,115.952,Sí
Masculino,30,60,Baja California Sur,Postpago,tienda,358,8,11,37,2.6,9.21,5.11,2.91,10.14,2.13,4.44,3.39,5.07,No,105.75,No
Masculino,51,11,Jalisco,Prepago,app,705,6,44,30,0.68,1.1,0.64,0.26,0.99,0.43,1.18,0.06,0.39,No,155.569,No
Femenino,43,47,Oaxaca,Prepago,app,477,0,38,28,1.47,4.04,1.17,1.57,4.02,0.68,2,0.61,1.58,No,117.892,No
Masculino,48,53,CDMX,Prepago,tienda,871,4,10,44,4.44,9.94,5.84,4.12,9.46,4.13,5.89,1.55,3.27,No,210.442,No
Masculino,36,70,Quintana Roo,Postpago,app,146,9,63,11,2.05,3.94,2.13,0.16,3.07,0.35,2.14,0.31,1.49,Sí,50.842,Sí
Femenino,68,69,Jalisco,Postpago,app,921,12,5,34,5.21,11.4,3.47,2.89,8.59,3.03,7.47,0.98,5.96,No,219.7,No
Femenino,59,24,Colima,Postpago,app,839,8,42,45,4.23,8.7,2.59,2.36,8.95,3.29,7.1,1.09,2.68,Sí,199.297,Sí
Femenino,47,2,Guerrero,Prepago,tienda,182,8,6,53,4.35,6.09,1.61,0.37,8,1.79,4.64,1,2.64,Sí,62.047,Sí
Masculino,16,5,Puebla,Prepago,tienda,113,7,43,26,2.27,4.58,1.15,1.36,4.28,0.39,2.71,1.94,2.32,Sí,39.6,Sí
Masculino,53,4,Tabasco,Postpago,app,515,9,32,33,2.25,3.85,1.16,1.02,4.07,1.65,3.43,0.21,2.95,No,121.277,No
Femenino,43,63,Baja California Sur,Postpago,app,234,10,11,8,4.48,5.8,4.32,1.16,7.63,2.01,5.98,1.15,2.47,No,69.7,No
Femenino,63,59,México,Prepago,app,604,0,17,10,2.67,4.99,1.94,1.83,3.81,0.6,3.88,1.21,2.07,Sí,140.4,Sí
Masculino,46,43,Tabasco,Prepago,app,539,0,45,7,2.84,7.11,2.16,0.34,5.8,3.06,4.78,2,1.8,No,127.567,No
Femenino,40,18,México,Postpago,app,217,2,47,12,5.52,9.73,3.88,2.88,10.02,2.57,8.51,1.63,4.26,No,66.75,No
Femenino,48,52,Baja California,Prepago,app,207,11,34,18,0.51,0.95,0.33,0.25,0.91,0.08,0.84,0.45,0.69,Sí,57.803,Sí
Masculino,61,16,Jalisco,Prepago,app,964,11,53,26,3.9,10.2,3.92,2.51,8.93,2.05,4.23,2.73,2.44,No,217.923,No
Masculino,61,58,Yucatán,Postpago,app,734,13,50,19,0.3,0.7,0.48,0.2,0.86,0.34,0.51,0.34,0.27,No,164.9,No
Femenino,55,5,Michoacán,Prepago,app,818,0,9,33,2.05,6.83,1.53,2.63,5.55,0.9,5,1.16,3.36,No,183.403,No
Femenino,30,67,CDMX,Prepago,tienda,820,10,53,41,3.37,4.43,2.97,1.79,4.86,1.78,5.02,1.47,3.33,Sí,197.706,Sí
Masculino,24,35,Guanajuato,Postpago,tienda,880,4,19,41,1.53,4.37,2.46,1.24,4.21,0.92,2.8,0.83,2.63,No,200.797,No
Femenino,50,10,Tabasco,Prepago,app,524,14,55,14,2.45,4.17,1.62,0.23,4.01,1.36,3.13,0.23,3.15,Sí,119.355,Sí
Femenino,70,35,Sinaloa,Prepago,app,610,11,57,51,2.96,10.38,5.18,3,10.54,0.47,6.13,3.96,5.38,Sí,159.8,Sí
Masculino,39,68,Oaxaca,Prepago,app,609,6,11,29,3.1,5.64,2.15,0.51,4.3,1.49,2.42,1.97,2.36,Sí,148.432,Sí
Masculino,48,53,Nayarit,Prepago,app,137,12,11,54,1.87,3.98,2.19,1.93,4.06,1.09,3.77,0.6,2.52,Sí,58.703,Sí
Masculino,54,46,Yucatán,Postpago,app,815,4,20,12,1.94,5.33,3.06,2.25,5.15,1.34,3.53,1.92,1.48,Sí,182.3,Sí
Femenino,65,42,CDMX,Prepago,app,57,4,52,28,3.81,5.47,1.52,3.05,6.51,0.59,4.28,2.76,3.11,No,38.03,No
Femenino,54,52,Morelos,Prepago,app,139,1,68,16,2.44,6,2.19,2.3,4.33,0.89,4.45,0.46,2.94,No,51.6,No
Femenino,67,18,"Campeche, Coahuila",Postpago,app,479,8,43,16,1.91,3.16,1.15,0.44,2.46,0.3,2.3,0.27,2,Sí,109.647,Sí
Femenino,41,9,Nayarit,Postpago,tienda,246,12,20,12,2.04,8,3.61,3.02,8.32,1.19,4.87,0.36,3.99,No,65.77,No
Femenino,35,64,San Luis Potosi,Postpago,app,954,7,18,37,3.83,8.89,3.8,2.09,8.5,1.93,6.92,0.83,4.54,Sí,224.799,Sí
Femenino,65,54,Veracruz,Postpago,app,972,8,46,10,0.28,0.48,0.17,0.06,0.75,0.2,0.34,0.29,0.19,Sí,208.628,Sí
Femenino,26,6,Nuevo León,Postpago,app,925,3,50,20,3.6,7.65,3.67,1.63,6.77,1.87,4,1.05,3.75,Sí,204.597,Sí
